title,link,original,sale,discount,currency,date,time
LeftWay,https://store.steampowered.com/app/417400/LeftWay/?snr=1_7_7_2300_150_32,13.99,5.59,60,CDN,2020-04-27,23:34
Borderlands Game of the Year Enhanced,https://store.steampowered.com/app/729040/Borderlands_Game_of_the_Year_Enhanced/?snr=1_7_7_2300_150_32,32.99,10.89,67,CDN,2020-04-27,23:34
Bizarre Earthquake,https://store.steampowered.com/app/448440/Bizarre_Earthquake/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-27,23:34
SecondSpeed,https://store.steampowered.com/app/599990/SecondSpeed/?snr=1_7_7_2300_150_32,2.19,0.59,73,CDN,2020-04-27,23:34
Galactic Core: The Lost Fleet (VR),https://store.steampowered.com/app/571860/Galactic_Core_The_Lost_Fleet_VR/?snr=1_7_7_2300_150_32,11.49,2.29,80,CDN,2020-04-27,23:34
Golf 2D,https://store.steampowered.com/app/725680/Golf_2D/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-27,23:34
Witch Thief,https://store.steampowered.com/app/675480/Witch_Thief/?snr=1_7_7_2300_150_32,22.79,11.39,50,CDN,2020-04-27,23:34
Submarine Titans,https://store.steampowered.com/app/1259380/Submarine_Titans/?snr=1_7_7_2300_150_32,5.69,2.27,60,CDN,2020-04-27,23:34
Quanect,https://store.steampowered.com/app/745940/Quanect/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-27,23:34
Sugar Cube: Bittersweet Factory,https://store.steampowered.com/app/212110/Sugar_Cube_Bittersweet_Factory/?snr=1_7_7_2300_150_32,7.79,1.94,75,CDN,2020-04-27,23:34
Fermi's Path,https://store.steampowered.com/app/342650/Fermis_Path/?snr=1_7_7_2300_150_32,9.99,2.99,70,CDN,2020-04-27,23:34
The Wisbey Mystery,https://store.steampowered.com/app/575960/The_Wisbey_Mystery/?snr=1_7_7_2300_150_32,8.79,2.63,70,CDN,2020-04-27,23:34
Starblast,https://store.steampowered.com/app/673260/Starblast/?snr=1_7_7_2300_150_32,10.99,4.39,60,CDN,2020-04-27,23:34
Spooky Cats,https://store.steampowered.com/app/372210/Spooky_Cats/?snr=1_7_7_2300_150_32,3.29,1.31,60,CDN,2020-04-27,23:34
Deep Race: Battle,https://store.steampowered.com/app/1136830/Deep_Race_Battle/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-27,23:34
PHAGEBORN Online Card Game,https://store.steampowered.com/app/1037990/PHAGEBORN_Online_Card_Game/?snr=1_7_7_2300_150_32,17.49,8.74,50,CDN,2020-04-27,23:34
Realms of Arkania 2 - Star Trail Classic,https://store.steampowered.com/app/270750/Realms_of_Arkania_2__Star_Trail_Classic/?snr=1_7_7_2300_150_32,4.49,1.79,60,CDN,2020-04-27,23:34
Time Tenshi 2,https://store.steampowered.com/app/490160/Time_Tenshi_2/?snr=1_7_7_2300_150_32,10.99,5.49,50,CDN,2020-04-27,23:34
Realms of Arkania: Blade of Destiny,https://store.steampowered.com/app/237550/Realms_of_Arkania_Blade_of_Destiny/?snr=1_7_7_2300_150_32,16.99,6.79,60,CDN,2020-04-27,23:34
Realms of Arkania 3 - Shadows over Riva Classic,https://store.steampowered.com/app/270760/Realms_of_Arkania_3__Shadows_over_Riva_Classic/?snr=1_7_7_2300_150_32,4.49,1.79,60,CDN,2020-04-27,23:34
Night Call,https://store.steampowered.com/app/680380/Night_Call/?snr=1_7_7_2300_150_32,22.79,14.81,35,CDN,2020-04-27,23:34
Dungeons of Hell,https://store.steampowered.com/app/722990/Dungeons_of_Hell/?snr=1_7_7_2300_150_32,3.39,1.35,60,CDN,2020-04-27,23:34
6180 the moon,https://store.steampowered.com/app/299660/6180_the_moon/?snr=1_7_7_2300_150_32,4.49,2.24,50,CDN,2020-04-27,23:34
Arrest of a stone Buddha,https://store.steampowered.com/app/1151120/Arrest_of_a_stone_Buddha/?snr=1_7_7_2300_150_32,17.49,12.24,30,CDN,2020-04-27,23:34
Brood,https://store.steampowered.com/app/1039080/Brood/?snr=1_7_7_2300_150_32,5.69,2.27,60,CDN,2020-04-27,23:34
Strangers of the Power,https://store.steampowered.com/app/683760/Strangers_of_the_Power/?snr=1_7_7_2300_150_33,2.29,2.06,10,CDN,2020-04-27,23:34
Strikey Sisters,https://store.steampowered.com/app/643880/Strikey_Sisters/?snr=1_7_7_2300_150_33,11.99,5.99,50,CDN,2020-04-27,23:34
Without Within 2,https://store.steampowered.com/app/398980/Without_Within_2/?snr=1_7_7_2300_150_33,5.49,2.74,50,CDN,2020-04-27,23:34
Lazy Galaxy,https://store.steampowered.com/app/724470/Lazy_Galaxy/?snr=1_7_7_2300_150_33,5.69,2.84,50,CDN,2020-04-27,23:34
Fairspace,https://store.steampowered.com/app/321350/Fairspace/?snr=1_7_7_2300_150_33,10.29,3.08,70,CDN,2020-04-27,23:34
Hero Barrier,https://store.steampowered.com/app/580560/Hero_Barrier/?snr=1_7_7_2300_150_33,4.49,1.34,70,CDN,2020-04-27,23:34
Click Legends,https://store.steampowered.com/app/1082720/Click_Legends/?snr=1_7_7_2300_150_33,3.39,1.01,70,CDN,2020-04-27,23:34
MechaNika,https://store.steampowered.com/app/384680/MechaNika/?snr=1_7_7_2300_150_33,4.49,2.24,50,CDN,2020-04-27,23:34
V.T.,https://store.steampowered.com/app/883670/VT/?snr=1_7_7_2300_150_33,33.99,8.49,75,CDN,2020-04-27,23:34
Solarix,https://store.steampowered.com/app/284990/Solarix/?snr=1_7_7_2300_150_33,21.99,5.49,75,CDN,2020-04-27,23:34
Total War Saga: FALL OF THE SAMURAI,https://store.steampowered.com/app/201271/Total_War_Saga_FALL_OF_THE_SAMURAI/?snr=1_7_7_2300_150_33,35.99,8.99,75,CDN,2020-04-27,23:34
Realms of Arkania 1 - Blade of Destiny Classic,https://store.steampowered.com/app/267670/Realms_of_Arkania_1__Blade_of_Destiny_Classic/?snr=1_7_7_2300_150_33,4.49,1.79,60,CDN,2020-04-27,23:34
qop 3,https://store.steampowered.com/app/864300/qop_3/?snr=1_7_7_2300_150_33,1.19,0.59,50,CDN,2020-04-27,23:34
George VS Bonny PP Wars,https://store.steampowered.com/app/663830/George_VS_Bonny_PP_Wars/?snr=1_7_7_2300_150_33,3.29,1.31,60,CDN,2020-04-27,23:34
Legend of Himari,https://store.steampowered.com/app/634340/Legend_of_Himari/?snr=1_7_7_2300_150_33,1.19,0.59,50,CDN,2020-04-27,23:34
Super Star Path,https://store.steampowered.com/app/375120/Super_Star_Path/?snr=1_7_7_2300_150_33,5.99,2.99,50,CDN,2020-04-27,23:34
TERRORHYTHM (TRRT) - Rhythm driven action beat 'em up!,https://store.steampowered.com/app/752380/TERRORHYTHM_TRRT__Rhythm_driven_action_beat_em_up/?snr=1_7_7_2300_150_33,22.79,9.11,60,CDN,2020-04-27,23:34
Tales of Aravorn: Seasons Of The Wolf,https://store.steampowered.com/app/333390/Tales_of_Aravorn_Seasons_Of_The_Wolf/?snr=1_7_7_2300_150_33,27.99,13.99,50,CDN,2020-04-27,23:34
神明的一天世界(God's One Day World),https://store.steampowered.com/app/490390/Gods_One_Day_World/?snr=1_7_7_2300_150_33,10.99,5.49,50,CDN,2020-04-27,23:34
Partial Control,https://store.steampowered.com/app/1001230/Partial_Control/?snr=1_7_7_2300_150_33,28.99,2.89,90,CDN,2020-04-27,23:34
Primal Fears,https://store.steampowered.com/app/211280/Primal_Fears/?snr=1_7_7_2300_150_33,10.99,4.39,60,CDN,2020-04-27,23:34
Centralia: Homecoming,https://store.steampowered.com/app/1166740/Centralia_Homecoming/?snr=1_7_7_2300_150_33,14.49,6.52,55,CDN,2020-04-27,23:34
CPU Invaders,https://store.steampowered.com/app/595440/CPU_Invaders/?snr=1_7_7_2300_150_33,1.19,0.59,50,CDN,2020-04-27,23:34
Time Tenshi 2: Special Edition,https://store.steampowered.com/app/559850/Time_Tenshi_2_Special_Edition/?snr=1_7_7_2300_150_33,17.99,10.79,40,CDN,2020-04-27,23:34
三国游侠志,https://store.steampowered.com/app/781590/_/?snr=1_7_7_2300_150_33,6.69,3.34,50,CDN,2020-04-27,23:34
Love In Drawing,https://store.steampowered.com/app/981260/Love_In_Drawing/?snr=1_7_7_2300_150_34,1.19,0.59,50,CDN,2020-04-27,23:34
Think To Die 3,https://store.steampowered.com/app/611320/Think_To_Die_3/?snr=1_7_7_2300_150_34,5.69,2.84,50,CDN,2020-04-27,23:34
Lazy Galaxy: Rebel Story,https://store.steampowered.com/app/533050/Lazy_Galaxy_Rebel_Story/?snr=1_7_7_2300_150_34,5.69,2.84,50,CDN,2020-04-27,23:34
Virtual Fighting Championship (VFC),https://store.steampowered.com/app/779130/Virtual_Fighting_Championship_VFC/?snr=1_7_7_2300_150_34,22.79,13.67,40,CDN,2020-04-27,23:34
Zeminator,https://store.steampowered.com/app/1111970/Zeminator/?snr=1_7_7_2300_150_34,5.69,2.84,50,CDN,2020-04-27,23:34
Transports,https://store.steampowered.com/app/659920/Transports/?snr=1_7_7_2300_150_34,20.49,10.24,50,CDN,2020-04-27,23:34
WARPZONE DRIFTER,https://store.steampowered.com/app/976120/WARPZONE_DRIFTER/?snr=1_7_7_2300_150_34,1.19,0.59,50,CDN,2020-04-27,23:34
Return of Red Riding Hood Enhanced Edition,https://store.steampowered.com/app/594320/Return_of_Red_Riding_Hood_Enhanced_Edition/?snr=1_7_7_2300_150_34,3.39,1.69,50,CDN,2020-04-27,23:34
Keepsake,https://store.steampowered.com/app/704860/Keepsake/?snr=1_7_7_2300_150_34,1.19,0.65,45,CDN,2020-04-27,23:34
Tactics & Strategy Master:Joan of Arc,https://store.steampowered.com/app/820760/Tactics__Strategy_MasterJoan_of_Arc/?snr=1_7_7_2300_150_34,5.69,2.27,60,CDN,2020-04-27,23:34
Bastide,https://store.steampowered.com/app/1115450/Bastide/?snr=1_7_7_2300_150_34,10.99,8.24,25,CDN,2020-04-27,23:34
Exit From,https://store.steampowered.com/app/1092140/Exit_From/?snr=1_7_7_2300_150_34,5.69,2.84,50,CDN,2020-04-27,23:34
To Be Headed Or Not To Be,https://store.steampowered.com/app/1165380/To_Be_Headed_Or_Not_To_Be/?snr=1_7_7_2300_150_34,8.99,4.49,50,CDN,2020-04-27,23:34
Everyday Baseball VR,https://store.steampowered.com/app/903620/Everyday_Baseball_VR/?snr=1_7_7_2300_150_34,17.49,11.54,34,CDN,2020-04-27,23:34
Sacred Stones,https://store.steampowered.com/app/826040/Sacred_Stones/?snr=1_7_7_2300_150_34,11.49,5.74,50,CDN,2020-04-27,23:34
Ninja Stealth,https://store.steampowered.com/app/485450/Ninja_Stealth/?snr=1_7_7_2300_150_34,1.19,0.59,50,CDN,2020-04-27,23:34
Shadows 2: Perfidia,https://store.steampowered.com/app/606330/Shadows_2_Perfidia/?snr=1_7_7_2300_150_34,11.49,5.74,50,CDN,2020-04-27,23:34
PAPER FIRE ROOKIE (Formerly Paperville Panic),https://store.steampowered.com/app/698790/PAPER_FIRE_ROOKIE_Formerly_Paperville_Panic/?snr=1_7_7_2300_150_34,11.49,5.63,51,CDN,2020-04-27,23:34
Rubber Ducky and the Rainbow Gun,https://store.steampowered.com/app/416550/Rubber_Ducky_and_the_Rainbow_Gun/?snr=1_7_7_2300_150_34,1.19,0.65,45,CDN,2020-04-27,23:34
Are You Ready?,https://store.steampowered.com/app/553180/Are_You_Ready/?snr=1_7_7_2300_150_34,1.19,0.59,50,CDN,2020-04-27,23:34
Archeo: Shinar,https://store.steampowered.com/app/1001980/Archeo_Shinar/?snr=1_7_7_2300_150_34,14.49,9.70,33,CDN,2020-04-27,23:34
Elemental Girls,https://store.steampowered.com/app/1079310/Elemental_Girls/?snr=1_7_7_2300_150_34,1.19,0.59,50,CDN,2020-04-27,23:34
Bumper,https://store.steampowered.com/app/509850/Bumper/?snr=1_7_7_2300_150_34,1.19,0.59,50,CDN,2020-04-27,23:34
Shine's Adventures 2 (Zombie Attack),https://store.steampowered.com/app/1105410/Shines_Adventures_2_Zombie_Attack/?snr=1_7_7_2300_150_34,3.39,2.03,40,CDN,2020-04-27,23:34
Forbidden Ingress,https://store.steampowered.com/app/1175200/Forbidden_Ingress/?snr=1_7_7_2300_150_34,5.69,4.55,20,CDN,2020-04-27,23:34
Expect The Unexpected,https://store.steampowered.com/app/529130/Expect_The_Unexpected/?snr=1_7_7_2300_150_35,7.79,3.11,60,CDN,2020-04-27,23:34
uuu so smislom,https://store.steampowered.com/app/1018420/uuu_so_smislom/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
EBOLA,https://store.steampowered.com/app/1094660/EBOLA/?snr=1_7_7_2300_150_35,15.49,6.19,60,CDN,2020-04-27,23:34
Battle Bruise,https://store.steampowered.com/app/618510/Battle_Bruise/?snr=1_7_7_2300_150_35,1.09,0.59,46,CDN,2020-04-27,23:34
Tower climber,https://store.steampowered.com/app/818730/Tower_climber/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
Geometry Rush,https://store.steampowered.com/app/861710/Geometry_Rush/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
Hunter,https://store.steampowered.com/app/985530/Hunter/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
BomberX,https://store.steampowered.com/app/1208900/BomberX/?snr=1_7_7_2300_150_35,2.29,1.14,50,CDN,2020-04-27,23:34
Space War: Infinity,https://store.steampowered.com/app/1086160/Space_War_Infinity/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
BUSTED!,https://store.steampowered.com/app/535150/BUSTED/?snr=1_7_7_2300_150_35,5.49,2.74,50,CDN,2020-04-27,23:34
SWARMRIDER OMEGA,https://store.steampowered.com/app/714240/SWARMRIDER_OMEGA/?snr=1_7_7_2300_150_35,1.09,0.59,46,CDN,2020-04-27,23:34
The Juicer,https://store.steampowered.com/app/400790/The_Juicer/?snr=1_7_7_2300_150_35,1.09,0.59,46,CDN,2020-04-27,23:34
Trip to Vinelands,https://store.steampowered.com/app/546090/Trip_to_Vinelands/?snr=1_7_7_2300_150_35,1.09,0.59,46,CDN,2020-04-27,23:34
Achievement Clicker 2018,https://store.steampowered.com/app/771350/Achievement_Clicker_2018/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
Тёмное отражение (Dark Reflection),https://store.steampowered.com/app/1143710/__Dark_Reflection/?snr=1_7_7_2300_150_35,6.69,3.34,50,CDN,2020-04-27,23:34
Button Tales,https://store.steampowered.com/app/545590/Button_Tales/?snr=1_7_7_2300_150_35,2.29,1.14,50,CDN,2020-04-27,23:34
The Secret Monster Society,https://store.steampowered.com/app/495960/The_Secret_Monster_Society/?snr=1_7_7_2300_150_35,4.49,1.79,60,CDN,2020-04-27,23:34
TTV2,https://store.steampowered.com/app/701470/TTV2/?snr=1_7_7_2300_150_35,1.09,0.59,46,CDN,2020-04-27,23:34
Seirei,https://store.steampowered.com/app/857480/Seirei/?snr=1_7_7_2300_150_35,2.29,1.14,50,CDN,2020-04-27,23:34
Best Plumber,https://store.steampowered.com/app/1166580/Best_Plumber/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
My Coloring Book: Food and Beverage,https://store.steampowered.com/app/763760/My_Coloring_Book_Food_and_Beverage/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
Twinship,https://store.steampowered.com/app/1029920/Twinship/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
不落城-Unconquered Castle,https://store.steampowered.com/app/873490/Unconquered_Castle/?snr=1_7_7_2300_150_35,11.49,6.89,40,CDN,2020-04-27,23:34
Worlds of Magic,https://store.steampowered.com/app/265970/Worlds_of_Magic/?snr=1_7_7_2300_150_35,27.99,2.79,90,CDN,2020-04-27,23:34
OneScreen Wagons,https://store.steampowered.com/app/732110/OneScreen_Wagons/?snr=1_7_7_2300_150_35,1.19,0.59,50,CDN,2020-04-27,23:34
GlassSmash,https://store.steampowered.com/app/1052220/GlassSmash/?snr=1_7_7_2300_150_36,2.29,1.14,50,CDN,2020-04-27,23:34
Draw It! 2,https://store.steampowered.com/app/876890/Draw_It_2/?snr=1_7_7_2300_150_36,2.29,1.14,50,CDN,2020-04-27,23:34
Time Tenshi Paradox: Episode 1,https://store.steampowered.com/app/763910/Time_Tenshi_Paradox_Episode_1/?snr=1_7_7_2300_150_36,3.39,2.03,40,CDN,2020-04-27,23:34
aMAZE Halloween,https://store.steampowered.com/app/949030/aMAZE_Halloween/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
100$,https://store.steampowered.com/app/1016250/100/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
Third Front: WWII,https://store.steampowered.com/app/804730/Third_Front_WWII/?snr=1_7_7_2300_150_36,8.99,4.49,50,CDN,2020-04-27,23:34
Draw It!,https://store.steampowered.com/app/816190/Draw_It/?snr=1_7_7_2300_150_36,2.29,1.14,50,CDN,2020-04-27,23:34
Qvabllock,https://store.steampowered.com/app/840700/Qvabllock/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
Desire,https://store.steampowered.com/app/805760/Desire/?snr=1_7_7_2300_150_36,11.49,5.74,50,CDN,2020-04-27,23:34
Mind Spheres,https://store.steampowered.com/app/498660/Mind_Spheres/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
GLAD VALAKAS TOWER DEFENCE 2,https://store.steampowered.com/app/1025240/GLAD_VALAKAS_TOWER_DEFENCE_2/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
Battle of Red Cliffs VR,https://store.steampowered.com/app/716400/Battle_of_Red_Cliffs_VR/?snr=1_7_7_2300_150_36,33.99,16.99,50,CDN,2020-04-27,23:34
鸿源战纪 - Tales of Hongyuan,https://store.steampowered.com/app/678560/__Tales_of_Hongyuan/?snr=1_7_7_2300_150_36,17.49,10.49,40,CDN,2020-04-27,23:34
Impossible Geometry,https://store.steampowered.com/app/406670/Impossible_Geometry/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
12 Labours of Hercules X: Greed for Speed,https://store.steampowered.com/app/1191280/12_Labours_of_Hercules_X_Greed_for_Speed/?snr=1_7_7_2300_150_36,13.49,12.14,10,CDN,2020-04-27,23:34
Tetropunk,https://store.steampowered.com/app/540190/Tetropunk/?snr=1_7_7_2300_150_36,3.39,1.69,50,CDN,2020-04-27,23:34
The Last Birdling,https://store.steampowered.com/app/629430/The_Last_Birdling/?snr=1_7_7_2300_150_36,6.69,4.01,40,CDN,2020-04-27,23:34
Starters Orders 7 Horse Racing,https://store.steampowered.com/app/978960/Starters_Orders_7_Horse_Racing/?snr=1_7_7_2300_150_36,39.99,31.99,20,CDN,2020-04-27,23:34
Volstead,https://store.steampowered.com/app/375760/Volstead/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
Puzzle Tactics,https://store.steampowered.com/app/751200/Puzzle_Tactics/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
Island Tribe,https://store.steampowered.com/app/411550/Island_Tribe/?snr=1_7_7_2300_150_36,3.29,1.64,50,CDN,2020-04-27,23:34
Minions Battle,https://store.steampowered.com/app/1055620/Minions_Battle/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
MY FIGHT,https://store.steampowered.com/app/526290/MY_FIGHT/?snr=1_7_7_2300_150_36,4.49,2.02,55,CDN,2020-04-27,23:34
WIN THE GAME: DO IT!,https://store.steampowered.com/app/843890/WIN_THE_GAME_DO_IT/?snr=1_7_7_2300_150_36,1.19,0.59,50,CDN,2020-04-27,23:34
黑暗料理?!,https://store.steampowered.com/app/970530/_/?snr=1_7_7_2300_150_36,2.29,1.14,50,CDN,2020-04-27,23:34
Mittelborg: City of Mages,https://store.steampowered.com/app/956060/Mittelborg_City_of_Mages/?snr=1_7_7_2300_150_37,17.49,8.74,50,CDN,2020-04-27,23:34
The Last Hope: Trump vs Mafia - North Korea,https://store.steampowered.com/app/581030/The_Last_Hope_Trump_vs_Mafia__North_Korea/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Gelu,https://store.steampowered.com/app/664610/Gelu/?snr=1_7_7_2300_150_37,1.09,0.59,46,CDN,2020-04-27,23:34
TANKS,https://store.steampowered.com/app/866420/TANKS/?snr=1_7_7_2300_150_37,5.69,3.81,33,CDN,2020-04-27,23:34
Bang Bang Fruit 3,https://store.steampowered.com/app/905350/Bang_Bang_Fruit_3/?snr=1_7_7_2300_150_37,1.17,0.59,50,CDN,2020-04-27,23:34
Christmas Race,https://store.steampowered.com/app/755600/Christmas_Race/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Tangled Up!,https://store.steampowered.com/app/502380/Tangled_Up/?snr=1_7_7_2300_150_37,5.49,2.19,60,CDN,2020-04-27,23:34
Weeping Skies,https://store.steampowered.com/app/650730/Weeping_Skies/?snr=1_7_7_2300_150_37,7.79,3.11,60,CDN,2020-04-27,23:34
The Naked Game,https://store.steampowered.com/app/635220/The_Naked_Game/?snr=1_7_7_2300_150_37,20.49,8.19,60,CDN,2020-04-27,23:34
The m0rg VS keys,https://store.steampowered.com/app/812450/The_m0rg_VS_keys/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Hyper Simon X,https://store.steampowered.com/app/878180/Hyper_Simon_X/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
记忆重现/Rememory,https://store.steampowered.com/app/1158840/Rememory/?snr=1_7_7_2300_150_37,5.69,2.84,50,CDN,2020-04-27,23:34
Coin Pusher,https://store.steampowered.com/app/827420/Coin_Pusher/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Mumps,https://store.steampowered.com/app/777020/Mumps/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Redemption: Saints And Sinners,https://store.steampowered.com/app/364910/Redemption_Saints_And_Sinners/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
SurvivalZ,https://store.steampowered.com/app/799500/SurvivalZ/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Mars Underground,https://store.steampowered.com/app/578420/Mars_Underground/?snr=1_7_7_2300_150_37,11.49,5.74,50,CDN,2020-04-27,23:34
Aliens Don't Exist,https://store.steampowered.com/app/989340/Aliens_Dont_Exist/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
４人打ちアクション麻雀 / ACTION MAHJONG,https://store.steampowered.com/app/575810/__ACTION_MAHJONG/?snr=1_7_7_2300_150_37,10.99,5.49,50,CDN,2020-04-27,23:34
My Car,https://store.steampowered.com/app/839930/My_Car/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Pinball Parlor,https://store.steampowered.com/app/514570/Pinball_Parlor/?snr=1_7_7_2300_150_37,13.99,6.99,50,CDN,2020-04-27,23:34
Farm Expert 2017,https://store.steampowered.com/app/424590/Farm_Expert_2017/?snr=1_7_7_2300_150_37,21.99,2.19,90,CDN,2020-04-27,23:34
Darkness Assault,https://store.steampowered.com/app/332790/Darkness_Assault/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Battle Simulator,https://store.steampowered.com/app/879670/Battle_Simulator/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-27,23:34
Preventive Strike,https://store.steampowered.com/app/740280/Preventive_Strike/?snr=1_7_7_2300_150_37,2.29,1.14,50,CDN,2020-04-27,23:34
Falling Stars: War of Empires,https://store.steampowered.com/app/439960/Falling_Stars_War_of_Empires/?snr=1_7_7_2300_150_38,17.49,10.49,40,CDN,2020-04-27,23:34
PUGNite,https://store.steampowered.com/app/884200/PUGNite/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Girls Dance VR,https://store.steampowered.com/app/918900/Girls_Dance_VR/?snr=1_7_7_2300_150_38,10.29,5.14,50,CDN,2020-04-27,23:34
PIGMENTUM,https://store.steampowered.com/app/582280/PIGMENTUM/?snr=1_7_7_2300_150_38,1.09,0.59,46,CDN,2020-04-27,23:34
15 Days,https://store.steampowered.com/app/342990/15_Days/?snr=1_7_7_2300_150_38,10.99,2.19,80,CDN,2020-04-27,23:34
The Mercenary Rise,https://store.steampowered.com/app/1018060/The_Mercenary_Rise/?snr=1_7_7_2300_150_38,8.99,4.49,50,CDN,2020-04-27,23:34
Call Of The Mighty Warriors,https://store.steampowered.com/app/485440/Call_Of_The_Mighty_Warriors/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
U-Boats,https://store.steampowered.com/app/404890/UBoats/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Samudai,https://store.steampowered.com/app/342740/Samudai/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Defense of Egypt: Cleopatra Mission,https://store.steampowered.com/app/534010/Defense_of_Egypt_Cleopatra_Mission/?snr=1_7_7_2300_150_38,7.79,3.34,57,CDN,2020-04-27,23:34
Race,https://store.steampowered.com/app/768800/Race/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
RED EVIL,https://store.steampowered.com/app/1169070/RED_EVIL/?snr=1_7_7_2300_150_38,2.29,1.14,50,CDN,2020-04-27,23:34
Draw With Unknown,https://store.steampowered.com/app/1039370/Draw_With_Unknown/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
SurvivalZ Battlegrounds,https://store.steampowered.com/app/873220/SurvivalZ_Battlegrounds/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Simple Ball: Extended Edition,https://store.steampowered.com/app/487530/Simple_Ball_Extended_Edition/?snr=1_7_7_2300_150_38,2.29,1.14,50,CDN,2020-04-27,23:34
Dark Quest,https://store.steampowered.com/app/342860/Dark_Quest/?snr=1_7_7_2300_150_38,3.29,1.64,50,CDN,2020-04-27,23:34
Mind Games,https://store.steampowered.com/app/448560/Mind_Games/?snr=1_7_7_2300_150_38,3.29,1.64,50,CDN,2020-04-27,23:34
Mindless Running,https://store.steampowered.com/app/444260/Mindless_Running/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Gopnik Simulator,https://store.steampowered.com/app/853210/Gopnik_Simulator/?snr=1_7_7_2300_150_38,1.17,0.59,50,CDN,2020-04-27,23:34
Horny Fighter,https://store.steampowered.com/app/868890/Horny_Fighter/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Hare In The Hat,https://store.steampowered.com/app/359810/Hare_In_The_Hat/?snr=1_7_7_2300_150_38,2.19,1.09,50,CDN,2020-04-27,23:34
Yet Another Survival Game,https://store.steampowered.com/app/1023060/Yet_Another_Survival_Game/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Until the last,https://store.steampowered.com/app/709560/Until_the_last/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
Time Tenshi Paradox: Episode 2,https://store.steampowered.com/app/836110/Time_Tenshi_Paradox_Episode_2/?snr=1_7_7_2300_150_38,3.39,2.03,40,CDN,2020-04-27,23:34
Mine Royale - Battle Royale,https://store.steampowered.com/app/968460/Mine_Royale__Battle_Royale/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-27,23:34
