title,link,original,sale,discount,currency,date,time
King Arthur II: The Role-Playing Wargame,https://store.steampowered.com/app/24480/King_Arthur_II_The_RolePlaying_Wargame/?snr=1_7_7_2300_150_15,10.99,2.74,75,CDN,2020-04-27,23:33
Disciples Sacred Lands Gold,https://store.steampowered.com/app/281450/Disciples_Sacred_Lands_Gold/?snr=1_7_7_2300_150_15,8.79,1.75,80,CDN,2020-04-27,23:33
The Last Archwing,https://store.steampowered.com/app/1236160/The_Last_Archwing/?snr=1_7_7_2300_150_15,11.49,3.44,70,CDN,2020-04-27,23:33
永遠消失的幻想鄉 ～ The Disappearing of Gensokyo,https://store.steampowered.com/app/776490/__The_Disappearing_of_Gensokyo/?snr=1_7_7_2300_150_15,12.49,8.74,30,CDN,2020-04-27,23:33
King Arthur - The Role-playing Wargame,https://store.steampowered.com/app/24400/King_Arthur__The_Roleplaying_Wargame/?snr=1_7_7_2300_150_15,9.99,2.49,75,CDN,2020-04-27,23:33
Root Letter Last Answer,https://store.steampowered.com/app/1056510/Root_Letter_Last_Answer/?snr=1_7_7_2300_150_15,33.99,10.19,70,CDN,2020-04-27,23:33
Truck Racer,https://store.steampowered.com/app/256070/Truck_Racer/?snr=1_7_7_2300_150_15,10.99,3.29,70,CDN,2020-04-27,23:33
汉匈决战/Han Xiongnu Wars,https://store.steampowered.com/app/688470/Han_Xiongnu_Wars/?snr=1_7_7_2300_150_15,11.49,5.74,50,CDN,2020-04-27,23:33
Marble Age,https://store.steampowered.com/app/346810/Marble_Age/?snr=1_7_7_2300_150_15,6.49,1.94,70,CDN,2020-04-27,23:33
Fairy Tale Mysteries 2: The Beanstalk,https://store.steampowered.com/app/403510/Fairy_Tale_Mysteries_2_The_Beanstalk/?snr=1_7_7_2300_150_15,10.99,3.29,70,CDN,2020-04-27,23:33
Elminage Gothic,https://store.steampowered.com/app/291960/Elminage_Gothic/?snr=1_7_7_2300_150_15,10.99,3.29,70,CDN,2020-04-27,23:33
Void Destroyer 2,https://store.steampowered.com/app/369530/Void_Destroyer_2/?snr=1_7_7_2300_150_15,22.79,15.95,30,CDN,2020-04-27,23:33
Gabriel Knight: Sins of the Father®,https://store.steampowered.com/app/495700/Gabriel_Knight_Sins_of_the_Father/?snr=1_7_7_2300_150_15,7.79,5.06,35,CDN,2020-04-27,23:33
InMind 2 VR,https://store.steampowered.com/app/522220/InMind_2_VR/?snr=1_7_7_2300_150_15,5.49,1.92,65,CDN,2020-04-27,23:33
Kawaii Girl,https://store.steampowered.com/app/1198390/Kawaii_Girl/?snr=1_7_7_2300_150_15,2.29,1.71,25,CDN,2020-04-27,23:33
Demolish & Build 2017,https://store.steampowered.com/app/470740/Demolish__Build_2017/?snr=1_7_7_2300_150_15,21.99,2.19,90,CDN,2020-04-27,23:33
Polyroll,https://store.steampowered.com/app/743850/Polyroll/?snr=1_7_7_2300_150_15,11.49,5.74,50,CDN,2020-04-27,23:33
Shadowgrounds Survivor,https://store.steampowered.com/app/11200/Shadowgrounds_Survivor/?snr=1_7_7_2300_150_15,10.99,2.19,80,CDN,2020-04-27,23:33
7 Mages,https://store.steampowered.com/app/446590/7_Mages/?snr=1_7_7_2300_150_15,14.99,1.49,90,CDN,2020-04-27,23:33
Red Comrades 3: Return of Alaska. Reloaded,https://store.steampowered.com/app/546220/Red_Comrades_3_Return_of_Alaska_Reloaded/?snr=1_7_7_2300_150_16,5.49,1.64,70,CDN,2020-04-27,23:33
Brigand: Oaxaca,https://store.steampowered.com/app/652410/Brigand_Oaxaca/?snr=1_7_7_2300_150_16,6.69,3.34,50,CDN,2020-04-27,23:33
Shadowgrounds,https://store.steampowered.com/app/2500/Shadowgrounds/?snr=1_7_7_2300_150_16,7.79,1.55,80,CDN,2020-04-27,23:33
Brushwood Buddies,https://store.steampowered.com/app/434820/Brushwood_Buddies/?snr=1_7_7_2300_150_16,3.39,0.61,82,CDN,2020-04-27,23:33
Rage in Peace,https://store.steampowered.com/app/658690/Rage_in_Peace/?snr=1_7_7_2300_150_16,14.49,5.79,60,CDN,2020-04-27,23:33
Overclocked: A History of Violence,https://store.steampowered.com/app/339850/Overclocked_A_History_of_Violence/?snr=1_7_7_2300_150_16,16.99,3.39,80,CDN,2020-04-27,23:33
1943 Deadly Desert,https://store.steampowered.com/app/616750/1943_Deadly_Desert/?snr=1_7_7_2300_150_16,11.49,2.29,80,CDN,2020-04-27,23:33
Diabolic,https://store.steampowered.com/app/801290/Diabolic/?snr=1_7_7_2300_150_16,4.65,0.60,87,CDN,2020-04-27,23:33
X-COM: Apocalypse,https://store.steampowered.com/app/7660/XCOM_Apocalypse/?snr=1_7_7_2300_150_16,5.49,1.37,75,CDN,2020-04-27,23:33
ESport Manager,https://store.steampowered.com/app/652660/ESport_Manager/?snr=1_7_7_2300_150_16,11.49,1.14,90,CDN,2020-04-27,23:33
Art of Deception,https://store.steampowered.com/app/1200930/Art_of_Deception/?snr=1_7_7_2300_150_16,10.29,5.14,50,CDN,2020-04-27,23:33
Blood 'n Bikinis,https://store.steampowered.com/app/596200/Blood_n_Bikinis/?snr=1_7_7_2300_150_16,11.49,6.89,40,CDN,2020-04-27,23:33
Sid Meier's Covert Action (Classic),https://store.steampowered.com/app/327390/Sid_Meiers_Covert_Action_Classic/?snr=1_7_7_2300_150_16,7.79,2.33,70,CDN,2020-04-27,23:33
Play With Me: Escape room,https://store.steampowered.com/app/725780/Play_With_Me_Escape_room/?snr=1_7_7_2300_150_16,3.39,1.05,69,CDN,2020-04-27,23:33
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,https://store.steampowered.com/app/246960/Giana_Sisters_Twisted_Dreams__Rise_of_the_Owlverlord/?snr=1_7_7_2300_150_16,5.49,1.09,80,CDN,2020-04-27,23:33
Stunt Kite Masters VR,https://store.steampowered.com/app/589280/Stunt_Kite_Masters_VR/?snr=1_7_7_2300_150_16,5.49,1.09,80,CDN,2020-04-27,23:33
Slice\, Dice & Rice,https://store.steampowered.com/app/598450/Slice_Dice__Rice/?snr=1_7_7_2300_150_16,10.99,1.09,90,CDN,2020-04-27,23:33
Panzer Elite Action Gold Edition,https://store.steampowered.com/app/292420/Panzer_Elite_Action_Gold_Edition/?snr=1_7_7_2300_150_16,10.99,2.19,80,CDN,2020-04-27,23:33
Weakless,https://store.steampowered.com/app/1072620/Weakless/?snr=1_7_7_2300_150_16,17.49,11.36,35,CDN,2020-04-27,23:33
Earthworms,https://store.steampowered.com/app/320330/Earthworms/?snr=1_7_7_2300_150_16,6.49,0.64,90,CDN,2020-04-27,23:33
Investigator,https://store.steampowered.com/app/482300/Investigator/?snr=1_7_7_2300_150_16,2.19,0.83,62,CDN,2020-04-27,23:33
Streets of Fury EX,https://store.steampowered.com/app/350910/Streets_of_Fury_EX/?snr=1_7_7_2300_150_16,10.99,2.74,75,CDN,2020-04-27,23:33
The Next Penelope,https://store.steampowered.com/app/332250/The_Next_Penelope/?snr=1_7_7_2300_150_16,13.99,2.79,80,CDN,2020-04-27,23:33
A Walk in the Woods,https://store.steampowered.com/app/557900/A_Walk_in_the_Woods/?snr=1_7_7_2300_150_16,2.29,2.06,10,CDN,2020-04-27,23:33
Catch a Duck,https://store.steampowered.com/app/1077890/Catch_a_Duck/?snr=1_7_7_2300_150_17,5.69,0.62,89,CDN,2020-04-27,23:33
Red Comrades 2: For the Great Justice. Reloaded,https://store.steampowered.com/app/443360/Red_Comrades_2_For_the_Great_Justice_Reloaded/?snr=1_7_7_2300_150_17,5.49,1.64,70,CDN,2020-04-27,23:33
Clouds & Sheep 2,https://store.steampowered.com/app/439800/Clouds__Sheep_2/?snr=1_7_7_2300_150_17,10.99,2.19,80,CDN,2020-04-27,23:33
Escape Doodland,https://store.steampowered.com/app/670930/Escape_Doodland/?snr=1_7_7_2300_150_17,11.49,1.14,90,CDN,2020-04-27,23:33
Spider Wars,https://store.steampowered.com/app/454580/Spider_Wars/?snr=1_7_7_2300_150_17,11.49,2.29,80,CDN,2020-04-27,23:33
Nuclear Dawn,https://store.steampowered.com/app/17710/Nuclear_Dawn/?snr=1_7_7_2300_150_17,10.99,1.97,82,CDN,2020-04-27,23:33
Gravity Cat,https://store.steampowered.com/app/491000/Gravity_Cat/?snr=1_7_7_2300_150_17,3.39,0.61,82,CDN,2020-04-27,23:33
ZeGame,https://store.steampowered.com/app/437520/ZeGame/?snr=1_7_7_2300_150_17,4.65,0.60,87,CDN,2020-04-27,23:33
Final Battle,https://store.steampowered.com/app/638720/Final_Battle/?snr=1_7_7_2300_150_17,7.99,4.79,40,CDN,2020-04-27,23:33
Beat The Game,https://store.steampowered.com/app/543100/Beat_The_Game/?snr=1_7_7_2300_150_17,4.99,2.49,50,CDN,2020-04-27,23:33
Bouncy Bob,https://store.steampowered.com/app/680620/Bouncy_Bob/?snr=1_7_7_2300_150_17,5.69,0.62,89,CDN,2020-04-27,23:33
Hammer 2,https://store.steampowered.com/app/730620/Hammer_2/?snr=1_7_7_2300_150_17,5.69,0.62,89,CDN,2020-04-27,23:33
Plantera,https://store.steampowered.com/app/421040/Plantera/?snr=1_7_7_2300_150_17,3.39,2.20,35,CDN,2020-04-27,23:33
Streamer Daily,https://store.steampowered.com/app/1058380/Streamer_Daily/?snr=1_7_7_2300_150_17,20.49,16.39,20,CDN,2020-04-27,23:33
Wonder Boy Returns Remix,https://store.steampowered.com/app/1112240/Wonder_Boy_Returns_Remix/?snr=1_7_7_2300_150_17,14.49,8.69,40,CDN,2020-04-27,23:33
UBERMOSH:SANTICIDE,https://store.steampowered.com/app/898450/UBERMOSHSANTICIDE/?snr=1_7_7_2300_150_17,5.69,0.62,89,CDN,2020-04-27,23:33
Low Magic Age,https://store.steampowered.com/app/576770/Low_Magic_Age/?snr=1_7_7_2300_150_17,17.49,11.54,34,CDN,2020-04-27,23:33
Car Demolition Clicker,https://store.steampowered.com/app/705740/Car_Demolition_Clicker/?snr=1_7_7_2300_150_17,7.99,0.79,90,CDN,2020-04-27,23:33
Skautfold: Into the Fray,https://store.steampowered.com/app/893610/Skautfold_Into_the_Fray/?snr=1_7_7_2300_150_17,5.69,1.93,66,CDN,2020-04-27,23:33
DYNASTY WARRIORS 9 Complete Edition / 真・三國無双８ オールシーズンパスエディション,https://store.steampowered.com/sub/414767/?snr=1_7_7_2300_150_17,96.99,67.89,30,CDN,2020-04-27,23:33
The Survey,https://store.steampowered.com/app/547910/The_Survey/?snr=1_7_7_2300_150_17,5.49,1.09,80,CDN,2020-04-27,23:33
Knock Harder,https://store.steampowered.com/app/1216490/Knock_Harder/?snr=1_7_7_2300_150_17,11.49,9.76,15,CDN,2020-04-27,23:33
Reflection of Mine,https://store.steampowered.com/app/476020/Reflection_of_Mine/?snr=1_7_7_2300_150_17,8.79,2.19,75,CDN,2020-04-27,23:33
Queen's Quest 3: The End of Dawn,https://store.steampowered.com/app/589690/Queens_Quest_3_The_End_of_Dawn/?snr=1_7_7_2300_150_17,10.99,3.29,70,CDN,2020-04-27,23:33
Grimshade,https://store.steampowered.com/app/858100/Grimshade/?snr=1_7_7_2300_150_17,22.79,13.67,40,CDN,2020-04-27,23:33
Dusty Revenge:Co-Op Edition,https://store.steampowered.com/app/252430/Dusty_RevengeCoOp_Edition/?snr=1_7_7_2300_150_18,21.99,5.49,75,CDN,2020-04-27,23:33
Make War,https://store.steampowered.com/app/1120210/Make_War/?snr=1_7_7_2300_150_18,11.49,8.04,30,CDN,2020-04-27,23:33
Fishing Adventure,https://store.steampowered.com/app/1101140/Fishing_Adventure/?snr=1_7_7_2300_150_18,5.69,2.27,60,CDN,2020-04-27,23:33
Unlucky Seven,https://store.steampowered.com/app/579120/Unlucky_Seven/?snr=1_7_7_2300_150_18,11.99,3.59,70,CDN,2020-04-27,23:33
TAMASHII,https://store.steampowered.com/app/1026400/TAMASHII/?snr=1_7_7_2300_150_18,5.69,3.41,40,CDN,2020-04-27,23:33
Future Proof,https://store.steampowered.com/app/844130/Future_Proof/?snr=1_7_7_2300_150_18,3.39,1.35,60,CDN,2020-04-27,23:33
七人杀阵 - Seven Sacrifices,https://store.steampowered.com/app/885140/__Seven_Sacrifices/?snr=1_7_7_2300_150_18,7.99,3.99,50,CDN,2020-04-27,23:33
Princess Isabella: The Rise of an Heir,https://store.steampowered.com/app/466490/Princess_Isabella_The_Rise_of_an_Heir/?snr=1_7_7_2300_150_18,10.99,3.29,70,CDN,2020-04-27,23:33
Red Comrades Save the Galaxy: Reloaded,https://store.steampowered.com/app/415610/Red_Comrades_Save_the_Galaxy_Reloaded/?snr=1_7_7_2300_150_18,4.49,1.34,70,CDN,2020-04-27,23:33
Girlfriend Rescue,https://store.steampowered.com/app/332400/Girlfriend_Rescue/?snr=1_7_7_2300_150_18,7.79,0.77,90,CDN,2020-04-27,23:33
Nikopol: Secrets of the Immortals,https://store.steampowered.com/app/11370/Nikopol_Secrets_of_the_Immortals/?snr=1_7_7_2300_150_18,5.49,1.09,80,CDN,2020-04-27,23:33
Mad Age & This Guy,https://store.steampowered.com/app/671650/Mad_Age__This_Guy/?snr=1_7_7_2300_150_18,5.69,0.62,89,CDN,2020-04-27,23:33
Princess Maker ~Faery Tales Come True~ (HD Remake),https://store.steampowered.com/app/1155980/Princess_Maker_Faery_Tales_Come_True_HD_Remake/?snr=1_7_7_2300_150_18,33.99,27.19,20,CDN,2020-04-27,23:33
Thorne - Death Merchants,https://store.steampowered.com/app/451920/Thorne__Death_Merchants/?snr=1_7_7_2300_150_18,4.65,0.60,87,CDN,2020-04-27,23:33
Realms of the Haunting,https://store.steampowered.com/app/292390/Realms_of_the_Haunting/?snr=1_7_7_2300_150_18,3.39,1.01,70,CDN,2020-04-27,23:33
Airscape - The Fall of Gravity,https://store.steampowered.com/app/317250/Airscape__The_Fall_of_Gravity/?snr=1_7_7_2300_150_18,2.19,0.59,73,CDN,2020-04-27,23:33
Lost Lands: The Wanderer,https://store.steampowered.com/app/626640/Lost_Lands_The_Wanderer/?snr=1_7_7_2300_150_18,7.79,2.72,65,CDN,2020-04-27,23:33
Geo,https://store.steampowered.com/app/513480/Geo/?snr=1_7_7_2300_150_18,10.29,2.57,75,CDN,2020-04-27,23:33
Cursed Sight,https://store.steampowered.com/app/360550/Cursed_Sight/?snr=1_7_7_2300_150_18,5.69,2.84,50,CDN,2020-04-27,23:33
Aces of the Luftwaffe,https://store.steampowered.com/app/353940/Aces_of_the_Luftwaffe/?snr=1_7_7_2300_150_18,5.49,1.09,80,CDN,2020-04-27,23:33
Roots of Insanity,https://store.steampowered.com/app/598440/Roots_of_Insanity/?snr=1_7_7_2300_150_18,7.79,1.94,75,CDN,2020-04-27,23:33
Locked Up,https://store.steampowered.com/app/1258590/Locked_Up/?snr=1_7_7_2300_150_18,14.49,12.31,15,CDN,2020-04-27,23:33
1979 Revolution: Black Friday,https://store.steampowered.com/app/388320/1979_Revolution_Black_Friday/?snr=1_7_7_2300_150_18,6.69,3.34,50,CDN,2020-04-27,23:33
Crawling Of The Dead,https://store.steampowered.com/app/1097240/Crawling_Of_The_Dead/?snr=1_7_7_2300_150_18,28.99,23.19,20,CDN,2020-04-27,23:33
The Book of Legends,https://store.steampowered.com/app/277470/The_Book_of_Legends/?snr=1_7_7_2300_150_18,16.99,1.69,90,CDN,2020-04-27,23:33
Mask of the Plague Doctor,https://store.steampowered.com/app/1244930/Mask_of_the_Plague_Doctor/?snr=1_7_7_2300_150_19,7.99,5.59,30,CDN,2020-04-27,23:33
Thorne - Son of Slaves (Ep.2),https://store.steampowered.com/app/461360/Thorne__Son_of_Slaves_Ep2/?snr=1_7_7_2300_150_19,4.65,0.60,87,CDN,2020-04-27,23:33
Down to Hell,https://store.steampowered.com/app/961040/Down_to_Hell/?snr=1_7_7_2300_150_19,11.49,1.14,90,CDN,2020-04-27,23:33
There The Light,https://store.steampowered.com/app/1054110/There_The_Light/?snr=1_7_7_2300_150_19,8.99,2.69,70,CDN,2020-04-27,23:33
A Place for the Unwilling,https://store.steampowered.com/app/1064310/A_Place_for_the_Unwilling/?snr=1_7_7_2300_150_19,17.49,11.36,35,CDN,2020-04-27,23:33
Shadows on the Vatican Act I: Greed,https://store.steampowered.com/app/286360/Shadows_on_the_Vatican_Act_I_Greed/?snr=1_7_7_2300_150_19,7.79,0.77,90,CDN,2020-04-27,23:33
HENTAI CLIMBER,https://store.steampowered.com/app/1173350/HENTAI_CLIMBER/?snr=1_7_7_2300_150_19,1.17,0.59,50,CDN,2020-04-27,23:33
Achievement Clicker,https://store.steampowered.com/app/743640/Achievement_Clicker/?snr=1_7_7_2300_150_19,1.19,0.59,50,CDN,2020-04-27,23:33
Port Royale 2,https://store.steampowered.com/app/12470/Port_Royale_2/?snr=1_7_7_2300_150_19,5.49,1.09,80,CDN,2020-04-27,23:33
Neon City Riders,https://store.steampowered.com/app/1102650/Neon_City_Riders/?snr=1_7_7_2300_150_19,22.79,18.23,20,CDN,2020-04-27,23:33
New York Mysteries: The Lantern of Souls,https://store.steampowered.com/app/511140/New_York_Mysteries_The_Lantern_of_Souls/?snr=1_7_7_2300_150_19,7.79,2.72,65,CDN,2020-04-27,23:33
Insanity's Blade,https://store.steampowered.com/app/334190/Insanitys_Blade/?snr=1_7_7_2300_150_19,6.49,1.62,75,CDN,2020-04-27,23:33
BattleStorm,https://store.steampowered.com/app/432280/BattleStorm/?snr=1_7_7_2300_150_19,3.29,0.59,82,CDN,2020-04-27,23:33
Hotel Dracula,https://store.steampowered.com/app/711770/Hotel_Dracula/?snr=1_7_7_2300_150_19,5.69,0.62,89,CDN,2020-04-27,23:33
Merlin vs Zombies,https://store.steampowered.com/app/793240/Merlin_vs_Zombies/?snr=1_7_7_2300_150_19,3.39,0.61,82,CDN,2020-04-27,23:33
Operation Lone Wolf,https://store.steampowered.com/app/926010/Operation_Lone_Wolf/?snr=1_7_7_2300_150_19,6.69,1.33,80,CDN,2020-04-27,23:33
Metal as Phuk,https://store.steampowered.com/app/662210/Metal_as_Phuk/?snr=1_7_7_2300_150_19,5.69,2.84,50,CDN,2020-04-27,23:33
Drift86,https://store.steampowered.com/app/1070580/Drift86/?snr=1_7_7_2300_150_19,2.29,1.60,30,CDN,2020-04-27,23:33
Riddles Of The Past,https://store.steampowered.com/app/500870/Riddles_Of_The_Past/?snr=1_7_7_2300_150_19,7.79,3.89,50,CDN,2020-04-27,23:33
Silence of the Sleep,https://store.steampowered.com/app/321870/Silence_of_the_Sleep/?snr=1_7_7_2300_150_19,5.49,0.93,83,CDN,2020-04-27,23:33
Robot Squad Simulator 2017,https://store.steampowered.com/app/405760/Robot_Squad_Simulator_2017/?snr=1_7_7_2300_150_19,16.99,1.69,90,CDN,2020-04-27,23:33
Abberbury,https://store.steampowered.com/app/921730/Abberbury/?snr=1_7_7_2300_150_19,11.49,3.44,70,CDN,2020-04-27,23:33
The Chronicles of Quiver Dick,https://store.steampowered.com/app/846880/The_Chronicles_of_Quiver_Dick/?snr=1_7_7_2300_150_19,3.39,1.69,50,CDN,2020-04-27,23:33
Global Soccer Manager 2017,https://store.steampowered.com/app/625700/Global_Soccer_Manager_2017/?snr=1_7_7_2300_150_19,10.99,1.09,90,CDN,2020-04-27,23:33
Devil and the Fairy,https://store.steampowered.com/app/744750/Devil_and_the_Fairy/?snr=1_7_7_2300_150_19,11.49,2.29,80,CDN,2020-04-27,23:33
The Walking Evil,https://store.steampowered.com/app/1215870/The_Walking_Evil/?snr=1_7_7_2300_150_20,14.49,13.04,10,CDN,2020-04-27,23:33
Unhack,https://store.steampowered.com/app/340800/Unhack/?snr=1_7_7_2300_150_20,4.49,2.24,50,CDN,2020-04-27,23:33
Unhack 2,https://store.steampowered.com/app/444170/Unhack_2/?snr=1_7_7_2300_150_20,6.69,4.01,40,CDN,2020-04-27,23:33
Airport Madness: Time Machine,https://store.steampowered.com/app/402210/Airport_Madness_Time_Machine/?snr=1_7_7_2300_150_20,7.79,3.89,50,CDN,2020-04-27,23:33
Beyond the Wall,https://store.steampowered.com/app/726120/Beyond_the_Wall/?snr=1_7_7_2300_150_20,2.29,0.59,74,CDN,2020-04-27,23:33
The Initiate 2: The First Interviews,https://store.steampowered.com/app/858360/The_Initiate_2_The_First_Interviews/?snr=1_7_7_2300_150_20,17.49,6.99,60,CDN,2020-04-27,23:33
Ded Inside,https://store.steampowered.com/app/1120240/Ded_Inside/?snr=1_7_7_2300_150_20,3.39,0.61,82,CDN,2020-04-27,23:33
Toby: The Secret Mine,https://store.steampowered.com/app/395160/Toby_The_Secret_Mine/?snr=1_7_7_2300_150_20,10.99,2.19,80,CDN,2020-04-27,23:33
Neverliria,https://store.steampowered.com/app/904890/Neverliria/?snr=1_7_7_2300_150_20,4.65,1.16,75,CDN,2020-04-27,23:33
Legendary Hunter VR,https://store.steampowered.com/app/642170/Legendary_Hunter_VR/?snr=1_7_7_2300_150_20,11.49,4.02,65,CDN,2020-04-27,23:33
Plunge,https://store.steampowered.com/app/1128690/Plunge/?snr=1_7_7_2300_150_20,8.99,5.84,35,CDN,2020-04-27,23:33
Shadowgrounds Pack,https://store.steampowered.com/sub/552/?snr=1_7_7_2300_150_20,13.99,2.79,80,CDN,2020-04-27,23:33
ORCS,https://store.steampowered.com/app/475240/ORCS/?snr=1_7_7_2300_150_20,2.29,0.59,74,CDN,2020-04-27,23:33
I Am Overburdened,https://store.steampowered.com/app/690560/I_Am_Overburdened/?snr=1_7_7_2300_150_20,5.69,2.27,60,CDN,2020-04-27,23:33
Sounds of Verity,https://store.steampowered.com/app/816270/Sounds_of_Verity/?snr=1_7_7_2300_150_20,5.69,2.27,60,CDN,2020-04-27,23:33
Putt-Putt® and Fatty Bear's Activity Pack,https://store.steampowered.com/app/294720/PuttPutt_and_Fatty_Bears_Activity_Pack/?snr=1_7_7_2300_150_20,5.49,2.19,60,CDN,2020-04-27,23:33
Tidal Tribe,https://store.steampowered.com/app/1043430/Tidal_Tribe/?snr=1_7_7_2300_150_20,17.49,8.74,50,CDN,2020-04-27,23:33
No King No Kingdom,https://store.steampowered.com/app/726000/No_King_No_Kingdom/?snr=1_7_7_2300_150_20,17.49,13.11,25,CDN,2020-04-27,23:33
Death Track®: Resurrection,https://store.steampowered.com/app/7840/Death_Track_Resurrection/?snr=1_7_7_2300_150_20,3.29,0.65,80,CDN,2020-04-27,23:33
Car Mechanic Manager,https://store.steampowered.com/app/397840/Car_Mechanic_Manager/?snr=1_7_7_2300_150_20,5.49,0.60,89,CDN,2020-04-27,23:33
Pax Romana: Romulus,https://store.steampowered.com/app/1034810/Pax_Romana_Romulus/?snr=1_7_7_2300_150_20,10.29,3.80,63,CDN,2020-04-27,23:33
Soulbringer,https://store.steampowered.com/app/283310/Soulbringer/?snr=1_7_7_2300_150_20,3.39,1.01,70,CDN,2020-04-27,23:33
Later Daters,https://store.steampowered.com/app/1040390/Later_Daters/?snr=1_7_7_2300_150_20,8.99,7.37,18,CDN,2020-04-27,23:33
WRONGED,https://store.steampowered.com/app/750460/WRONGED/?snr=1_7_7_2300_150_20,2.29,0.59,74,CDN,2020-04-27,23:33
Airport Simulator 2019,https://store.steampowered.com/app/678890/Airport_Simulator_2019/?snr=1_7_7_2300_150_20,22.79,11.39,50,CDN,2020-04-27,23:33
Mekabolt,https://store.steampowered.com/app/1096210/Mekabolt/?snr=1_7_7_2300_150_21,5.69,1.42,75,CDN,2020-04-27,23:33
Awesome Metal Detecting,https://store.steampowered.com/app/582810/Awesome_Metal_Detecting/?snr=1_7_7_2300_150_21,11.49,4.59,60,CDN,2020-04-27,23:33
Agatha Knife,https://store.steampowered.com/app/618950/Agatha_Knife/?snr=1_7_7_2300_150_21,12.99,6.49,50,CDN,2020-04-27,23:33
Exertus,https://store.steampowered.com/app/1105620/Exertus/?snr=1_7_7_2300_150_21,2.29,1.14,50,CDN,2020-04-27,23:33
Nelly Cootalot: Spoonbeaks Ahoy! HD,https://store.steampowered.com/app/763030/Nelly_Cootalot_Spoonbeaks_Ahoy_HD/?snr=1_7_7_2300_150_21,2.29,1.14,50,CDN,2020-04-27,23:33
UBERMOSH,https://store.steampowered.com/app/357070/UBERMOSH/?snr=1_7_7_2300_150_21,1.09,0.59,46,CDN,2020-04-27,23:33
Diner Mania,https://store.steampowered.com/app/379600/Diner_Mania/?snr=1_7_7_2300_150_21,4.49,0.62,86,CDN,2020-04-27,23:33
Clicker: Glad Valakas,https://store.steampowered.com/app/978470/Clicker_Glad_Valakas/?snr=1_7_7_2300_150_21,2.29,0.59,74,CDN,2020-04-27,23:33
Transport Services,https://store.steampowered.com/app/993690/Transport_Services/?snr=1_7_7_2300_150_21,11.49,3.44,70,CDN,2020-04-27,23:33
Everyone Dies,https://store.steampowered.com/app/1203560/Everyone_Dies/?snr=1_7_7_2300_150_21,5.69,2.84,50,CDN,2020-04-27,23:33
Weapon Shop Fantasy,https://store.steampowered.com/app/599460/Weapon_Shop_Fantasy/?snr=1_7_7_2300_150_21,11.49,8.04,30,CDN,2020-04-27,23:33
Relow,https://store.steampowered.com/app/966070/Relow/?snr=1_7_7_2300_150_21,8.99,3.59,60,CDN,2020-04-27,23:33
喵可莉的兔玩偶 - Nyakori's Rabbit Doll,https://store.steampowered.com/app/1162070/__Nyakoris_Rabbit_Doll/?snr=1_7_7_2300_150_21,3.39,2.71,20,CDN,2020-04-27,23:33
Block Story™,https://store.steampowered.com/app/270110/Block_Story/?snr=1_7_7_2300_150_21,3.29,1.64,50,CDN,2020-04-27,23:33
Music Band Manager,https://store.steampowered.com/app/730410/Music_Band_Manager/?snr=1_7_7_2300_150_21,8.99,4.49,50,CDN,2020-04-27,23:33
Viviette,https://store.steampowered.com/app/883070/Viviette/?snr=1_7_7_2300_150_21,11.99,8.39,30,CDN,2020-04-27,23:33
Damned Daniel,https://store.steampowered.com/app/932500/Damned_Daniel/?snr=1_7_7_2300_150_21,3.39,2.71,20,CDN,2020-04-27,23:33
Sweet Story Bad Girl,https://store.steampowered.com/app/1278650/Sweet_Story_Bad_Girl/?snr=1_7_7_2300_150_21,1.19,0.95,20,CDN,2020-04-27,23:33
Red Rope: Don't Fall Behind,https://store.steampowered.com/app/381880/Red_Rope_Dont_Fall_Behind/?snr=1_7_7_2300_150_21,8.79,4.39,50,CDN,2020-04-27,23:33
Steamroll,https://store.steampowered.com/app/378810/Steamroll/?snr=1_7_7_2300_150_21,11.49,4.02,65,CDN,2020-04-27,23:33
Clam Man,https://store.steampowered.com/app/1000640/Clam_Man/?snr=1_7_7_2300_150_21,11.49,5.74,50,CDN,2020-04-27,23:33
Gabriel Knight® 3: Blood of the Sacred\, Blood of the Damned,https://store.steampowered.com/app/497360/Gabriel_Knight_3_Blood_of_the_Sacred_Blood_of_the_Damned/?snr=1_7_7_2300_150_21,7.79,5.06,35,CDN,2020-04-27,23:33
Achievement Clicker 2019,https://store.steampowered.com/app/824190/Achievement_Clicker_2019/?snr=1_7_7_2300_150_21,1.19,0.59,50,CDN,2020-04-27,23:33
Making History: The Calm and the Storm Gold Edition,https://store.steampowered.com/app/371190/Making_History_The_Calm_and_the_Storm_Gold_Edition/?snr=1_7_7_2300_150_21,5.49,2.74,50,CDN,2020-04-27,23:33
ATTACK OF THE EVIL POOP,https://store.steampowered.com/app/1093670/ATTACK_OF_THE_EVIL_POOP/?snr=1_7_7_2300_150_21,5.69,2.27,60,CDN,2020-04-27,23:33
X-COM: Interceptor,https://store.steampowered.com/app/7730/XCOM_Interceptor/?snr=1_7_7_2300_150_22,5.49,1.37,75,CDN,2020-04-27,23:33
X-COM: Enforcer,https://store.steampowered.com/app/7770/XCOM_Enforcer/?snr=1_7_7_2300_150_22,5.49,1.37,75,CDN,2020-04-27,23:33
Barro F,https://store.steampowered.com/app/1239260/Barro_F/?snr=1_7_7_2300_150_22,1.19,0.59,50,CDN,2020-04-27,23:33
