title,link,original,sale,discount,currency,date,time
doctor watson - treasure island,https://store.steampowered.com/app/446430/Doctor_Watson__Treasure_Island/?snr=1_7_7_2300_150_63,8.79,2.63,70,CDN,2020-04-25,14:30
doctor watson - the riddle of the catacombs,https://store.steampowered.com/app/446440/Doctor_Watson__The_Riddle_of_the_Catacombs/?snr=1_7_7_2300_150_63,8.79,2.63,70,CDN,2020-04-25,14:30
crackpot despot: trump warfare,https://store.steampowered.com/app/910290/CRACKPOT_DESPOT_TRUMP_WARFARE/?snr=1_7_7_2300_150_63,5.69,1.70,70,CDN,2020-04-25,14:30
boundary vr,https://store.steampowered.com/app/1004180/Boundary_VR/?snr=1_7_7_2300_150_63,8.99,2.69,70,CDN,2020-04-25,14:30
inside grass,https://store.steampowered.com/app/943040/Inside_Grass/?snr=1_7_7_2300_150_63,5.69,1.70,70,CDN,2020-04-25,14:30
loathing heart,https://store.steampowered.com/app/931170/Loathing_Heart/?snr=1_7_7_2300_150_63,3.39,1.01,70,CDN,2020-04-25,14:30
parallel catastrophes chronicles,https://store.steampowered.com/app/1240490/Parallel_Catastrophes_Chronicles/?snr=1_7_7_2300_150_63,33.99,10.19,70,CDN,2020-04-25,14:30
mazi remastered,https://store.steampowered.com/app/1122870/Mazi_Remastered/?snr=1_7_7_2300_150_64,11.49,3.44,70,CDN,2020-04-25,14:30
ladies orders,https://store.steampowered.com/app/1141380/Ladies_Orders/?snr=1_7_7_2300_150_64,4.65,1.39,70,CDN,2020-04-25,14:30
dragon slayer,https://store.steampowered.com/app/1151770/Dragon_Slayer/?snr=1_7_7_2300_150_64,5.69,1.70,70,CDN,2020-04-25,14:30
kira's contract,https://store.steampowered.com/app/1173500/Kiras_Contract/?snr=1_7_7_2300_150_64,5.69,1.70,70,CDN,2020-04-25,14:30
tactics: bludgeons blessing,https://store.steampowered.com/app/517500/Tactics_Bludgeons_Blessing/?snr=1_7_7_2300_150_64,22.79,6.83,70,CDN,2020-04-25,14:30
xylith - hostile planet,https://store.steampowered.com/app/1210640/XYLITH__Hostile_Planet/?snr=1_7_7_2300_150_64,19.49,5.84,70,CDN,2020-04-25,14:30
sector 40: the soviet legacy,https://store.steampowered.com/app/1260250/SECTOR_40_The_Soviet_Legacy/?snr=1_7_7_2300_150_64,20.49,6.14,70,CDN,2020-04-25,14:30
battle zombie shooter: survival of the dead,https://store.steampowered.com/app/846430/BATTLE_ZOMBIE_SHOOTER_SURVIVAL_OF_THE_DEAD/?snr=1_7_7_2300_150_64,1.19,0.59,50,CDN,2020-04-25,14:30
the narrator is a dick : longer\, harder\, and uncut,https://store.steampowered.com/app/1275770/The_Narrator_is_a_DICK__Longer_Harder_and_Uncut/?snr=1_7_7_2300_150_64,1.19,1.07,10,CDN,2020-04-25,14:30
the fog,https://store.steampowered.com/app/739030/The_Fog/?snr=1_7_7_2300_150_64,11.49,5.74,50,CDN,2020-04-25,14:30
hack_it,https://store.steampowered.com/app/444350/HACK_IT/?snr=1_7_7_2300_150_64,15.49,7.74,50,CDN,2020-04-25,14:30
psichodelya,https://store.steampowered.com/app/301680/Psichodelya/?snr=1_7_7_2300_150_64,2.29,1.14,50,CDN,2020-04-25,14:30
malfunction,https://store.steampowered.com/app/666910/Malfunction/?snr=1_7_7_2300_150_64,5.69,2.27,60,CDN,2020-04-25,14:30
the theodore adventures,https://store.steampowered.com/app/656940/The_Theodore_Adventures/?snr=1_7_7_2300_150_64,2.19,0.83,62,CDN,2020-04-25,14:30
crisis of the middle ages,https://store.steampowered.com/app/1081260/Crisis_of_the_Middle_Ages/?snr=1_7_7_2300_150_64,2.29,0.87,62,CDN,2020-04-25,14:30
incoming evil,https://store.steampowered.com/app/926210/Incoming_Evil/?snr=1_7_7_2300_150_64,2.29,0.87,62,CDN,2020-04-25,14:30
steel eagle,https://store.steampowered.com/app/733750/Steel_Eagle/?snr=1_7_7_2300_150_64,3.39,1.11,67,CDN,2020-04-25,14:30
gallery one,https://store.steampowered.com/app/912260/Gallery_One/?snr=1_7_7_2300_150_64,3.39,1.11,67,CDN,2020-04-25,14:30
runoveryou,https://store.steampowered.com/app/1189970/Runoveryou/?snr=1_7_7_2300_150_64,3.39,1.11,67,CDN,2020-04-25,14:30
40 winks,https://store.steampowered.com/app/778080/40_Winks/?snr=1_7_7_2300_150_64,14.49,6.52,55,CDN,2020-04-25,14:30
gods of havoc: fall to earth,https://store.steampowered.com/app/1120770/Gods_of_Havoc_Fall_to_Earth/?snr=1_7_7_2300_150_64,8.99,3.59,60,CDN,2020-04-25,14:30
gods of havoc: into the void,https://store.steampowered.com/app/1117340/Gods_of_Havoc_Into_the_Void/?snr=1_7_7_2300_150_64,8.99,3.59,60,CDN,2020-04-25,14:30
the searchers of legends : origin,https://store.steampowered.com/app/1107490/The_Searchers_of_Legends__Origin/?snr=1_7_7_2300_150_64,4.65,1.81,61,CDN,2020-04-25,14:30
car transporter 2013,https://store.steampowered.com/app/969940/Car_Transporter_2013/?snr=1_7_7_2300_150_64,8.99,3.59,60,CDN,2020-04-25,14:30
doll,https://store.steampowered.com/app/1164910/Doll/?snr=1_7_7_2300_150_64,6.69,2.67,60,CDN,2020-04-25,14:30
fit in,https://store.steampowered.com/app/986010/FIT_IN/?snr=1_7_7_2300_150_65,3.50,1.19,66,CDN,2020-04-25,14:30
ottoman empire: spectacular millennium,https://store.steampowered.com/app/794480/Ottoman_Empire_Spectacular_Millennium/?snr=1_7_7_2300_150_65,28.99,11.59,60,CDN,2020-04-25,14:30
azurael's circle: chapter 3,https://store.steampowered.com/app/980520/Azuraels_Circle_Chapter_3/?snr=1_7_7_2300_150_65,2.29,0.91,60,CDN,2020-04-25,14:30
insert paper,https://store.steampowered.com/app/661490/Insert_Paper/?snr=1_7_7_2300_150_65,3.39,1.62,52,CDN,2020-04-25,14:30
restaurant solitaire: pleasant dinner,https://store.steampowered.com/app/1165090/Restaurant_Solitaire_Pleasant_Dinner/?snr=1_7_7_2300_150_65,5.69,2.27,60,CDN,2020-04-25,14:30
verge:lost chapter,https://store.steampowered.com/app/400740/VERGELost_chapter/?snr=1_7_7_2300_150_65,1.19,0.59,50,CDN,2020-04-25,14:30
paradigm blast,https://store.steampowered.com/app/978980/Paradigm_Blast/?snr=1_7_7_2300_150_65,5.69,2.27,60,CDN,2020-04-25,14:30
harvest moon: mad dash,https://store.steampowered.com/app/1048020/Harvest_Moon_Mad_Dash/?snr=1_7_7_2300_150_65,22.79,11.39,50,CDN,2020-04-25,14:30
dream girls vr,https://store.steampowered.com/app/974670/DREAM_GIRLS_VR/?snr=1_7_7_2300_150_65,13.49,5.39,60,CDN,2020-04-25,14:30
the risers,https://store.steampowered.com/app/857770/The_Risers/?snr=1_7_7_2300_150_65,4.65,1.86,60,CDN,2020-04-25,14:30
azurael's circle: chapter 4,https://store.steampowered.com/app/1060170/Azuraels_Circle_Chapter_4/?snr=1_7_7_2300_150_65,2.29,0.91,60,CDN,2020-04-25,14:30
marginal act,https://store.steampowered.com/app/823330/Marginal_act/?snr=1_7_7_2300_150_65,2.29,0.91,60,CDN,2020-04-25,14:30
rise of the ancients,https://store.steampowered.com/app/485950/Rise_of_the_Ancients/?snr=1_7_7_2300_150_65,1.00,0.59,41,CDN,2020-04-25,14:30
bloonz toonz,https://store.steampowered.com/app/304190/Bloonz_Toonz/?snr=1_7_7_2300_150_65,3.29,1.31,60,CDN,2020-04-25,14:30
soviet bear uni adventure,https://store.steampowered.com/app/857540/Soviet_Bear_Uni_Adventure/?snr=1_7_7_2300_150_65,2.29,0.91,60,CDN,2020-04-25,14:30
尘沙的选择 the choice of sand,https://store.steampowered.com/app/977210/_THE_CHOICE_OF_SAND/?snr=1_7_7_2300_150_65,4.65,1.86,60,CDN,2020-04-25,14:30
restless hero,https://store.steampowered.com/app/1164410/Restless_Hero/?snr=1_7_7_2300_150_65,7.99,2.79,65,CDN,2020-04-25,14:30
8 eyes,https://store.steampowered.com/app/1136080/8_Eyes/?snr=1_7_7_2300_150_65,7.99,3.59,55,CDN,2020-04-25,14:30
gourmet warriors,https://store.steampowered.com/app/1104460/Gourmet_Warriors/?snr=1_7_7_2300_150_65,13.49,6.07,55,CDN,2020-04-25,14:30
deerhunterx,https://store.steampowered.com/app/809770/DeerHunterX/?snr=1_7_7_2300_150_65,6.69,3.34,50,CDN,2020-04-25,14:30
murder on the island,https://store.steampowered.com/app/1052560/Murder_On_The_Island/?snr=1_7_7_2300_150_65,8.99,3.32,63,CDN,2020-04-25,14:30
bikerz,https://store.steampowered.com/app/1092580/Bikerz/?snr=1_7_7_2300_150_65,8.99,3.32,63,CDN,2020-04-25,14:30
cinderella vr,https://store.steampowered.com/app/935720/Cinderella_VR/?snr=1_7_7_2300_150_65,11.49,5.74,50,CDN,2020-04-25,14:30
yoga lesson vr,https://store.steampowered.com/app/895580/Yoga_Lesson_VR/?snr=1_7_7_2300_150_65,24.99,12.49,50,CDN,2020-04-25,14:30
reel fishing: road trip adventure,https://store.steampowered.com/app/1051190/Reel_Fishing_Road_Trip_Adventure/?snr=1_7_7_2300_150_65,36.99,18.49,50,CDN,2020-04-25,14:30
12 hours 2,https://store.steampowered.com/app/1126840/12_HOURS_2/?snr=1_7_7_2300_150_66,4.65,1.81,61,CDN,2020-04-25,14:30
阿比斯的宝藏 - treasure of abyss,https://store.steampowered.com/app/932570/__Treasure_of_abyss/?snr=1_7_7_2300_150_66,7.99,3.99,50,CDN,2020-04-25,14:30
the tales of epicton kingdom,https://store.steampowered.com/app/1109960/The_Tales_of_Epicton_Kingdom/?snr=1_7_7_2300_150_66,4.65,2.09,55,CDN,2020-04-25,14:30
indeep | the casual dungeon crawler,https://store.steampowered.com/app/664340/Indeep__The_casual_dungeon_crawler/?snr=1_7_7_2300_150_66,3.29,1.31,60,CDN,2020-04-25,14:30
nebulas lasso,https://store.steampowered.com/app/1086980/Nebulas_Lasso/?snr=1_7_7_2300_150_66,28.99,11.59,60,CDN,2020-04-25,14:30
after the suns,https://store.steampowered.com/app/1101200/After_The_Suns/?snr=1_7_7_2300_150_66,12.49,4.99,60,CDN,2020-04-25,14:30
bullyparade - der spiel,https://store.steampowered.com/app/656780/Bullyparade__DER_Spiel/?snr=1_7_7_2300_150_66,10.99,4.39,60,CDN,2020-04-25,14:30
house dating vr: cute korean girl\, sehyun,https://store.steampowered.com/app/696470/House_Dating_VR_Cute_Korean_Girl_Sehyun/?snr=1_7_7_2300_150_66,17.49,6.99,60,CDN,2020-04-25,14:30
exile squadron,https://store.steampowered.com/app/1161910/Exile_Squadron/?snr=1_7_7_2300_150_66,5.69,2.27,60,CDN,2020-04-25,14:30
farm mania 2,https://store.steampowered.com/app/573710/Farm_Mania_2/?snr=1_7_7_2300_150_66,5.69,2.84,50,CDN,2020-04-25,14:30
capsule jump,https://store.steampowered.com/app/798350/Capsule_Jump/?snr=1_7_7_2300_150_66,3.39,1.69,50,CDN,2020-04-25,14:30
paws & effect: my dogs are human!,https://store.steampowered.com/app/1212040/Paws__Effect_My_Dogs_Are_Human/?snr=1_7_7_2300_150_66,5.69,2.84,50,CDN,2020-04-25,14:30
gun brothers,https://store.steampowered.com/app/514410/Gun_Brothers/?snr=1_7_7_2300_150_66,11.49,6.89,40,CDN,2020-04-25,14:30
massive,https://store.steampowered.com/app/461400/Massive/?snr=1_7_7_2300_150_66,11.49,6.89,40,CDN,2020-04-25,14:30
void monsters 2: the blight,https://store.steampowered.com/app/1247040/Void_Monsters_2_The_Blight/?snr=1_7_7_2300_150_66,5.69,2.84,50,CDN,2020-04-25,14:30
rising,https://store.steampowered.com/app/498840/Rising/?snr=1_7_7_2300_150_66,1.19,0.59,50,CDN,2020-04-25,14:30
蘭島物語：少女的約定 復刻版,https://store.steampowered.com/app/1268140/_/?snr=1_7_7_2300_150_66,20.49,12.29,40,CDN,2020-04-25,14:30
slaughter 3: the rebels,https://store.steampowered.com/app/1214920/Slaughter_3_The_Rebels/?snr=1_7_7_2300_150_66,7.99,3.99,50,CDN,2020-04-25,14:30
eraser & builder,https://store.steampowered.com/app/583030/Eraser__Builder/?snr=1_7_7_2300_150_66,2.19,1.09,50,CDN,2020-04-25,14:30
neo-now!,https://store.steampowered.com/app/503420/NEONOW/?snr=1_7_7_2300_150_66,1.19,0.59,50,CDN,2020-04-25,14:30
angry zombies,https://store.steampowered.com/app/1183670/Angry_Zombies/?snr=1_7_7_2300_150_66,1.19,0.59,50,CDN,2020-04-25,14:30
zakk hazard the deadly spawn,https://store.steampowered.com/app/1037150/Zakk_Hazard_The_Deadly_Spawn/?snr=1_7_7_2300_150_66,2.29,1.09,52,CDN,2020-04-25,14:30
night of terror,https://store.steampowered.com/app/604200/Night_of_Terror/?snr=1_7_7_2300_150_66,1.19,0.59,50,CDN,2020-04-25,14:30
crime cities,https://store.steampowered.com/app/1112570/Crime_Cities/?snr=1_7_7_2300_150_66,4.65,2.32,50,CDN,2020-04-25,14:30
tower of heresy,https://store.steampowered.com/app/1174820/Tower_Of_Heresy/?snr=1_7_7_2300_150_66,8.99,4.49,50,CDN,2020-04-25,14:30
the bizarre creations of keith the magnificent,https://store.steampowered.com/app/392730/The_Bizarre_Creations_of_Keith_the_Magnificent/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
demon horde master,https://store.steampowered.com/app/380790/Demon_Horde_Master/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
legend of everything,https://store.steampowered.com/app/1165020/Legend_of_Everything/?snr=1_7_7_2300_150_67,13.49,6.74,50,CDN,2020-04-25,14:30
minimancer,https://store.steampowered.com/app/734490/Minimancer/?snr=1_7_7_2300_150_67,6.69,3.34,50,CDN,2020-04-25,14:30
puzzle: animals,https://store.steampowered.com/app/1023570/PUZZLE_ANIMALS/?snr=1_7_7_2300_150_67,1.17,0.59,50,CDN,2020-04-25,14:30
die for the empire,https://store.steampowered.com/app/537090/Die_for_the_Empire/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
agapan,https://store.steampowered.com/app/344260/Agapan/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
driftway,https://store.steampowered.com/app/1146480/DriftWay/?snr=1_7_7_2300_150_67,1.17,0.59,50,CDN,2020-04-25,14:30
pool of death,https://store.steampowered.com/app/497240/Pool_of_Death/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
easy puzzle: bridges,https://store.steampowered.com/app/1272330/Easy_puzzle_Bridges/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
war cube,https://store.steampowered.com/app/527800/War_Cube/?snr=1_7_7_2300_150_67,1.20,0.60,50,CDN,2020-04-25,14:30
windshift,https://store.steampowered.com/app/879260/WINDSHIFT/?snr=1_7_7_2300_150_67,12.49,6.24,50,CDN,2020-04-25,14:30
only one burn,https://store.steampowered.com/app/1140880/Only_One_Burn/?snr=1_7_7_2300_150_67,5.69,2.84,50,CDN,2020-04-25,14:30
pirates deck,https://store.steampowered.com/app/355120/Pirates_Deck/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
twin bros,https://store.steampowered.com/app/551670/TWIN_BROS/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
torsion,https://store.steampowered.com/app/522050/Torsion/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
lost in dungeon,https://store.steampowered.com/app/1159590/Lost_In_Dungeon/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
the divine paradox,https://store.steampowered.com/app/495630/The_Divine_Paradox/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
easy puzzle: streets,https://store.steampowered.com/app/1272920/Easy_puzzle_Streets/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
the last pixel,https://store.steampowered.com/app/1182680/The_Last_Pixel/?snr=1_7_7_2300_150_67,1.20,0.60,50,CDN,2020-04-25,14:30
how about spikes,https://store.steampowered.com/app/847570/How_About_Spikes/?snr=1_7_7_2300_150_67,5.69,2.84,50,CDN,2020-04-25,14:30
repulsanoid,https://store.steampowered.com/app/550890/Repulsanoid/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
asteroid rkd,https://store.steampowered.com/app/871640/Asteroid_RKD/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
spacecoaster vr,https://store.steampowered.com/app/738290/SpaceCoaster_VR/?snr=1_7_7_2300_150_67,2.29,1.14,50,CDN,2020-04-25,14:30
kiki's adventure,https://store.steampowered.com/app/1167540/KiKis_adventure/?snr=1_7_7_2300_150_67,1.19,0.59,50,CDN,2020-04-25,14:30
deathly storm: the edge of life,https://store.steampowered.com/app/795950/Deathly_Storm_The_Edge_of_Life/?snr=1_7_7_2300_150_68,22.79,11.39,50,CDN,2020-04-25,14:30
slider,https://store.steampowered.com/app/884900/Slider/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
darklast,https://store.steampowered.com/app/644890/DarkLast/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
kawaii girl,https://store.steampowered.com/app/1198390/Kawaii_Girl/?snr=1_7_7_2300_150_68,2.29,1.71,25,CDN,2020-04-25,14:30
caviar - endless stress reliever,https://store.steampowered.com/app/764740/Caviar__Endless_Stress_Reliever/?snr=1_7_7_2300_150_68,2.29,1.14,50,CDN,2020-04-25,14:30
scrolls of the lord,https://store.steampowered.com/app/723070/Scrolls_of_the_Lord/?snr=1_7_7_2300_150_68,3.39,1.69,50,CDN,2020-04-25,14:30
gimel dimension,https://store.steampowered.com/app/916470/Gimel_Dimension/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
shopping clutter 2: christmas square,https://store.steampowered.com/app/932970/Shopping_Clutter_2_Christmas_Square/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
blackbeard the cursed jungle,https://store.steampowered.com/app/1151310/Blackbeard_the_Cursed_Jungle/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
desert of doitjma,https://store.steampowered.com/app/1225910/Desert_of_Doitjma/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
survival space: unlimited shooting,https://store.steampowered.com/app/781830/Survival_Space_Unlimited_Shooting/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
horror maze - dungeon edition,https://store.steampowered.com/app/886570/HORROR_MAZE__Dungeon_Edition/?snr=1_7_7_2300_150_68,2.29,1.14,50,CDN,2020-04-25,14:30
heroes of dark dungeon,https://store.steampowered.com/app/568670/Heroes_of_Dark_Dungeon/?snr=1_7_7_2300_150_68,3.39,1.69,50,CDN,2020-04-25,14:30
snowball rush,https://store.steampowered.com/app/1051160/Snowball_Rush/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
othello 2018,https://store.steampowered.com/app/874140/Othello_2018/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
robot pirates,https://store.steampowered.com/app/645780/Robot_Pirates/?snr=1_7_7_2300_150_68,2.19,1.09,50,CDN,2020-04-25,14:30
rapid,https://store.steampowered.com/app/847600/Rapid/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
need for spirit: off-road edition,https://store.steampowered.com/app/1015470/Need_for_Spirit_OffRoad_Edition/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
bitcoin vs brain,https://store.steampowered.com/app/817110/Bitcoin_VS_Brain/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
imm defense,https://store.steampowered.com/app/801150/IMM_Defense/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
blood island,https://store.steampowered.com/app/1009810/Blood_Island/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
oh so lucky\, doctor!,https://store.steampowered.com/app/1255160/Oh_So_Lucky_Doctor/?snr=1_7_7_2300_150_68,2.29,1.14,50,CDN,2020-04-25,14:30
i like the flowers,https://store.steampowered.com/app/1138300/I_LIKE_THE_FLOWERS/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
synzzball,https://store.steampowered.com/app/1129700/Synzzball/?snr=1_7_7_2300_150_68,2.29,1.14,50,CDN,2020-04-25,14:30
through blocks,https://store.steampowered.com/app/698610/Through_Blocks/?snr=1_7_7_2300_150_68,1.19,0.59,50,CDN,2020-04-25,14:30
the mummy pharaoh,https://store.steampowered.com/app/948120/The_Mummy_Pharaoh/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
arena 8,https://store.steampowered.com/app/856730/ARENA_8/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
speed up,https://store.steampowered.com/app/886580/SPEED_UP/?snr=1_7_7_2300_150_69,2.29,1.14,50,CDN,2020-04-25,14:30
skull rogue,https://store.steampowered.com/app/1210700/Skull_Rogue/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
christmas defence,https://store.steampowered.com/app/979290/Christmas_Defence/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
protect your planet,https://store.steampowered.com/app/730280/Protect_your_planet/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
madcowballs2,https://store.steampowered.com/app/1077680/MadCowBalls2/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
necronomistore,https://store.steampowered.com/app/1063360/Necronomistore/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
shooting star,https://store.steampowered.com/app/1180700/Shooting_Star/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
dodge dummy,https://store.steampowered.com/app/1007990/Dodge_Dummy/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
travel mosaics 6: christmas around the world,https://store.steampowered.com/app/754830/Travel_Mosaics_6_Christmas_Around_the_World/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
dodge diego,https://store.steampowered.com/app/1029050/Dodge_Diego/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
npc problems: vertex coloring,https://store.steampowered.com/app/1180610/Npc_Problems_Vertex_Coloring/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
royal life: hard to be a queen,https://store.steampowered.com/app/1110280/Royal_Life_Hard_to_be_a_Queen/?snr=1_7_7_2300_150_69,4.65,2.32,50,CDN,2020-04-25,14:30
red zirion,https://store.steampowered.com/app/1247400/Red_Zirion/?snr=1_7_7_2300_150_69,3.39,1.69,50,CDN,2020-04-25,14:30
how to become a ninja: part 1,https://store.steampowered.com/app/1185390/How_to_Become_a_Ninja_Part_1/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
medieval - embers of war,https://store.steampowered.com/app/1171070/Medieval__Embers_of_War/?snr=1_7_7_2300_150_69,2.29,1.14,50,CDN,2020-04-25,14:30
king's table - the legend of ragnarok,https://store.steampowered.com/app/719310/Kings_Table__The_Legend_of_Ragnarok/?snr=1_7_7_2300_150_69,5.69,2.56,55,CDN,2020-04-25,14:30
musical reflex,https://store.steampowered.com/app/758790/Musical_Reflex/?snr=1_7_7_2300_150_69,2.29,1.03,55,CDN,2020-04-25,14:30
tactic code - 战术代码,https://store.steampowered.com/app/908020/Tactic_Code/?snr=1_7_7_2300_150_69,3.39,1.52,55,CDN,2020-04-25,14:30
anticorps vr,https://store.steampowered.com/app/1101220/Anticorps_VR/?snr=1_7_7_2300_150_69,14.49,6.52,55,CDN,2020-04-25,14:30
fighting box,https://store.steampowered.com/app/721420/FIGHTING_BOX/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
guns and ghosts,https://store.steampowered.com/app/945110/Guns_and_Ghosts/?snr=1_7_7_2300_150_69,5.69,2.84,50,CDN,2020-04-25,14:30
the art - metamorphosis,https://store.steampowered.com/app/1139470/THE_ART__Metamorphosis/?snr=1_7_7_2300_150_69,1.19,0.59,50,CDN,2020-04-25,14:30
factory of monsters,https://store.steampowered.com/app/875500/Factory_of_Monsters/?snr=1_7_7_2300_150_69,2.29,1.14,50,CDN,2020-04-25,14:30
soccering,https://store.steampowered.com/app/1012530/Soccering/?snr=1_7_7_2300_150_70,1.16,0.59,49,CDN,2020-04-25,14:30
ロストカラーズ／再装版 / lostcolors,https://store.steampowered.com/app/1284660/__LOSTCOLORS/?snr=1_7_7_2300_150_70,39.99,27.99,30,CDN,2020-04-25,14:30
rayless,https://store.steampowered.com/app/584760/Rayless/?snr=1_7_7_2300_150_70,2.29,1.05,54,CDN,2020-04-25,14:30
immortal realms: vampire wars,https://store.steampowered.com/app/1024480/Immortal_Realms_Vampire_Wars/?snr=1_7_7_2300_150_70,45.49,38.67,15,CDN,2020-04-25,14:30
farm world,https://store.steampowered.com/app/338350/Farm_World/?snr=1_7_7_2300_150_70,6.49,4.21,35,CDN,2020-04-25,14:30
d.a.m.a.g.e,https://store.steampowered.com/app/1082990/DAMAGE/?snr=1_7_7_2300_150_70,2.29,1.21,47,CDN,2020-04-25,14:30
n0-exit,https://store.steampowered.com/app/503430/N0EXIT/?snr=1_7_7_2300_150_70,1.09,0.59,46,CDN,2020-04-25,14:30
urizen shadows of the cold deluxe frosty edition,https://store.steampowered.com/app/397700/Urizen_Shadows_of_the_Cold_Deluxe_Frosty_Edition/?snr=1_7_7_2300_150_70,2.29,1.09,52,CDN,2020-04-25,14:30
1912 titanic mystery,https://store.steampowered.com/app/1114270/1912_Titanic_Mystery/?snr=1_7_7_2300_150_70,5.00,3.00,40,CDN,2020-04-25,14:30
zombies in the dark,https://store.steampowered.com/app/928410/Zombies_In_The_Dark/?snr=1_7_7_2300_150_70,1.10,0.59,46,CDN,2020-04-25,14:30
dungeon dreams (female protagonist),https://store.steampowered.com/app/1141360/Dungeon_Dreams_Female_Protagonist/?snr=1_7_7_2300_150_70,12.49,7.49,40,CDN,2020-04-25,14:30
kick them out!!!,https://store.steampowered.com/app/873280/Kick_Them_Out/?snr=1_7_7_2300_150_70,1.19,0.65,45,CDN,2020-04-25,14:30
deadly traps,https://store.steampowered.com/app/690080/Deadly_Traps/?snr=1_7_7_2300_150_70,1.09,0.59,46,CDN,2020-04-25,14:30
oh frog,https://store.steampowered.com/app/1281580/Oh_Frog/?snr=1_7_7_2300_150_70,22.79,13.67,40,CDN,2020-04-25,14:30
spaceguy: red space,https://store.steampowered.com/app/976240/Spaceguy_Red_Space/?snr=1_7_7_2300_150_70,2.29,1.12,51,CDN,2020-04-25,14:30
land war,https://store.steampowered.com/app/1030960/Land_War/?snr=1_7_7_2300_150_70,5.69,2.78,51,CDN,2020-04-25,14:30
three of a fish,https://store.steampowered.com/app/1157080/Three_Of_a_Fish/?snr=1_7_7_2300_150_70,1.19,0.65,45,CDN,2020-04-25,14:30
mistero a villa milaflora,https://store.steampowered.com/app/1028880/Mistero_a_Villa_MilaFlora/?snr=1_7_7_2300_150_70,1.19,0.65,45,CDN,2020-04-25,14:30
block run,https://store.steampowered.com/app/1061390/Block_Run/?snr=1_7_7_2300_150_70,1.19,0.65,45,CDN,2020-04-25,14:30
zumou battoru,https://store.steampowered.com/app/1085230/Zumou_Battoru/?snr=1_7_7_2300_150_70,1.19,0.65,45,CDN,2020-04-25,14:30
